uber	2
facebook	2	
google	2
amazon	2
linkedin	2
中广核核电工程事业部 nt 1
中广核核电运营事业部 nt 1
中广核集团 ntc 3
中建一局 nt 3
中建一局六公司 nt 3
中建七局 nt 8
中建三局 nt 9
中建三局总承包公司 nt 1
中建三局技术中心 nt 2
中建二局 nt 1
中建八局 nto 1
中建六局土木公司 nt 8
中建六局土木工程公司 nt 1
中建农场中心 nt 1
中建农场医院 nt 1
中建四局六公司 nt 1
中建地产 ntc 1
中建总公司 ntc 1
中建材光电产业基地 nt 1
中建材集团 nt 1
中建钢构有限公司 ntc 2
中影电影院 nt 1
中影集团 ntc 5
中德公司 nt 13
中德双顺公司 nt 7
中心村党支部 nt 1
中心村直营连锁店 nt 1
中心村示范点 nt 3
中心镇商贸中心 nt 1
中投公司党委 nt 1
中投证券 ntc 4
中捷产业园区党委 nt 1
中援公司 nt 1
中援应急投资有限公司 nt 1
中政法委 nt 1
中文化交流协会 nt 4
中文天地出版传媒股份有限公司党委 nt 1
中文昌铺 nt 1
中新商会 nt 1
中新社 nt 403
中新社电中央纪委监察部 nt 1
中旅国际成都旅行社有限公司所组 nt 1
中日友协 nt 2
中日友好医院 nth 2
中晟环保科技开发投资有限公司 nt 3
中欧国际工商学院 nt 2
中母源基因组 nt 1
中民营美容医院 nt 2
中水处理公司 nt 2
中水电集团ccs水电站 nt 1
中法水务投资有限公司 nt 1
中泰集团 nt 1
中泰集团党委 nt 1
中泽嘉盟 nt 5
中海国际中心 nt 5
中海地产 nt 11
中海工业（江苏）有限公司 nt 8
中海投（北京）国际投资管理有限公司 nt 1
中海沥青营口公司 nt 1
中海油公司 nt 1
中海油收购加拿大尼克森公司 nt 2
中海油福建销售有限公司 nt 1
中海石油福建新能源有限公司 nt 1
中海集团 ntc 2
中海集运 ntc 3
中清泉岗基地 nt 6
中潭子区民族路工厂 nt 1
中煤集团 ntc 6
中环添马舰解放军 nt 7
中环电子集团 nt 1
中环集团 nt 12
中环集团中港物业紫荆公馆管理处 nt 1
中环集团企划部 nt 1
中环集团国际广场管理处 nt 1
中生集团 nt 1
中田煤矿 nt 2
中甲球队 nt 6
中电元协电容器协会 nt 1
中电国际新能源公司 nt 1
中电投集团 nt 7
中电投集团公司 nt 2
中电集团 ntc 1
中画圈处 nt 1
中登公司 ntc 2
中白工业园 nt 3
中百集团 ntc 1
中盐北京市盐业公司 ntc 2
中盐新疆有限公司 nt 1
中盐集团 ntc 1
中盛粮油集团 nt 1
中直机关工委 nt 1
中直管理局 nt 1
中直纪工委 nt 3
中石化上海石油有限责任公司党委 nt 1
中石化会众加油站 nt 1
中石化加油站 nt 9
中石化北流公司 nt 1
中石化国际事业公司 nt 2
中石化国际事业有限公司 nt 1
中石化国际事业有限公司招标处 nt 1
中石化安庆分公司 nt 1
中石化崇左石油分公司 nt 1
中石化广东石油分公司销售管理处 nt 4
中石化广西贺州石油分公司 nt 1
中石化来宾石油分公司 nt 1
中石化森美（福建）石油有限公司 nt 1
中石化河池公司 nt 3
中石化炼化工程（集团）股份有限公司 nt 2
中石化石家庄炼化分公司 nt 1
中石化石家庄石油分公司 nt 1
中石化管道公司 nt 4
中石化股份公司 nt 2
中石化股份有限公司 nt 2
中石化西北油田分公司 nt 1
中石化钦州石油分公司 nt 2
中石化集团 nt 2
中石化集团公司 nt 10
中石油临潼区秦俑加油站 nt 2
中石油公司 nt 1
中石油兰州石化公司 nt 1
中石油内部人士处 nt 2
中石油加油站 nt 9
中石油福州南三环加油站 nt 1
中石油西南管道南宁输油气分公司 nt 1
中石油集团 nt 5
中石油集团党组 nt 3
中福广场物业管理处 nt 1
中科大先研院 nt 1
中科大先进技术研究院 nt 4
中科大超导研究所 nt 1
中科大铜陵创业园 nt 1
中科院上海光机所 nt 1
中科院上海分院党组 nt 1
中科院上海技术物理所 nt 3
中科院上海生命科学研究院 nt 1
中科院人事局 nt 3
中科院光电技术研究所 nt 1
中科院党组 nt 2
中科院力学研究所 nt 4
中科院动物所 nt 5
中科院动物研究所 nt 2
中科院北京生命科学研究院 nt 3
中科院博物研究所 nt 1
中科院古脊椎动物与古人类研究所 nt 3
中科院合肥物质研究院 nt 1
中科院合肥物质研究院技术生物所 nt 2
中科院合肥物质科学研究院 nt 11
中科院合肥物资科学研究院 nt 1
中科院地理科学与资源研究所 nt 5
中科院大气物理所 nt 10
中科院大连化学物理研究所 nt 1
中科院新疆地理研究所 nt 1
中科院新疆生态与地理研究所 nt 1
中科院昆明分院党组 nt 1
中科院昆明动物研究所 nt 17
中科院植物研究所 nt 1
中科院水利部水土保持研究所 nt 1
中科院水生所 nt 4
中科院海洋研究所 nt 2
中科院海西研究院 nt 1
中科院物理所 nt 9
中科院物理所王楠林小组 nt 1
中科院物理研究所 nt 6
中科院物质结构研究所 nt 1
中科院特种无机涂层重点实验室 nt 1
中科院生态环境研究中心 nt 1
中科院电子所 nto 1
中科院紫金山天文台科普部 nt 1
中科院考古所 nt 1
中科院西安光机所 nt 2
中科院计算机所 nt 2
中科院软件所 nt 3
中科院软件研究所 nt 4
中科院近代物理研究所 nt 1
中科院长春应用化学研究所 nt 1
中科院预测科学研究中心 nt 1
中科院预测科学研究中心学术委员会 nt 1
中科院高能物理所 nt 2
中移动广东公司 nt 2
中管纪委 nt 2
中管高等学校 nt 1
中粮油有限公司 nt 4
中粮贸易公司 nt 3
中粮集团 ntc 6
中粮集团子公司 nt 2
中级人民法院 nt 80
中级人民法院审判委员会 nt 2
中纪委 nt 477
中纪委监察部 nt 81
中纪委第七监察室 nt 3
中经济安全审查委员会 nt 1
中经网数据公司 nt 1
中绿食品集团 ntc 1
中美史克母公司 nt 2
中美慈善基金会 nt 1
中美收藏家协会 nt 1
中美文化慈善基金会 nt 3
中美洲伯利兹 nt 1
中联办宣传文体部 nt 1
中联环有限公司 nt 1
中联重科农机事业部 nt 1
中聚天冠生物能源（福建）有限公司 nt 1
中航国际总部基地 nt 1
中航工业党组 nt 2
中航工业合肥文化创意产业园 nt 1
中航工业哈尔滨飞机工业集团有限责任公司 ntc 4
中航工业江汉航空救生装备公司 nt 3
中航工业航空动力控制系统研究所 nt 2
中航工业西安医院 nt 1
中航工业试飞中心 nt 2
中航工业集团 ntc 2
中航工业集团公司 nt 1
中航第一集团航空产品部 nt 2
中航集团 ntc 6
中船重工 ntc 62
中船重工集团 nt 2
中英经贸联委会 nt 1
中茵商业管理公司 nt 1
中行霍尔果斯国际边境合作中心 nt 2
中证指数有限公司 ntc 4
中豪律师集团 nt 7
中豪集团 nt 1
中财保海南分公司 nt 8
中资商业银行 nt 2
中赫万柳书院 nt 1
中辉公司 nt 25
中远威药业 nt 1
中远集团 ntc 13
中远集装箱工业公司 nt 1
中远集装箱工业有限公司 nt 1
中邮速递南京快递物流集散中心 nt 1
中野学校 nt 4
中金公司销售交易部 nt 1
中金招标有限责任公司 nt 2
中铁一局 nt 20
中铁一局集团有限公司 ntc 5
中铁三局 nt 1
中铁二十局 nt 2
中铁二十局集团 nt 1
中铁二十局集团有限公司 ntc 1
中铁五局 nt 1
中铁五局拉日铁路建设指挥部 nt 1
中铁八局 nt 3
中铁公司 nt 2
中铁十九局 nt 1
中铁十二局项目部 nt 1
中铁十四局 nt 1
中铁十局 nt 4
中铁四局 nt 28
中铁四局党委 nt 1
中铁四局宝兰客专 nt 1
中铁四局宝（鸡）兰（州）客专 nt 1
中铁四局市政分公司 nt 2
中铁四局电气化公司 nt 2
中铁四局钢结构公司 nt 2
中铁大桥局 nt 8
中铁大桥局七公司 nt 6
中铁大桥局六公司 nt 2
中铁大桥局第四工程公司 nt 1
中铁大桥局集团 nt 1
中铁大桥院 nt 2
中铁建工集团有限公司 ntc 3
中铁建电气化局太原分公司 nt 1
中铁电气化局 nt 1
中铁第四勘察设计院专家组 nt 1
中铁董事会 nt 3
中铁隧道公司 nt 1
中铁隧道股份有限公司 ntc 1
中铁隧道集团 ntc 2
中铁隧道集团有限公司 ntc 7
中铁隧道集团王家湾站项目部 nt 1
中银保险湖北分公司 nt 2
中银信贷工厂 nt 3
中阿坝区党委 nt 2
中青旅市场部 nt 1
中青舆情监测室 nt 17
中革军委 nt 39
丰乐农民艺社 nt 1
丰乐种业 nt 2
丰原药业 nt 4
丰原集团 ntc 2
丰台交通支队 nto 1
丰台体育馆 nt 14
丰台公安分局 nt 6
丰台检察院 nt 8
丰台民防局 nt 1
丰台法院 nt 1
丰台科技园 nt 4
丰台经侦大队 nt 1
丰台马家堡城管队 nt 1
丰村村委会 nt 2
丰桥技术科学大学 ntu 1
丰泽公安分局 nt 1
丰田公司 ntc 3
丰田汽车 ntc 10
丰田汽车公司 ntc 4
临平北站 nt 1
临平南站 nt 1
临床研究协作组 nt 1
临朐收费站 nt 1
临朐辛寨派出所 nt 1
临江公安边防大队 nt 2
临江派出所 nt 2
临江边防大队 nt 1
临河里小学 nt 2
临泉工商局 nt 1
临泉汽车客运总站 nt 4
临泉社会客车站 nt 4
临泉社会客车西站 nt 3
临海工业园 nt 4
临海边防派出所 nt 4
临涣工业园 nt 8
临涣工业园管委会 nt 1
临港地区开发建设管委会 nt 1
临港石化产业基地 nt 1
临港石化基地 nt 1
临港集团 nt 1
临潼新区污水处理厂 nt 1
临潼顺安检测站 nt 1
临濮镇防保站 nt 1
临终关怀医院 nth 8
临高二中 nt 2
临高法院 nt 1
临高法院党组 nt 1
临高统计局 nt 1
丹佛机场 nt 2
丹江口市丁家营镇政府 nt 1
丹江口市交警支队 nt 1
丹江口市委宣传部 nt 1
丹江口市环保局 nt 1
丹江口市纪委 nt 1
丹阳后巷派出所 nt 4
丽晶酒店集团 nt 2
丽源化妆品有限公司 ntc 1
丽笙酒店 ntch 4
丽都饭店 ntch 3
义乌中学 nts 2
义乌商城 nt 1
义乌商贸城配客站 nt 1
义乌国际工业园 nt 1
义乌梅湖体育馆 nt 1
义务消防队 nt 5
之江大学 ntu 1
乌代维拉斯酒店 nt 1
乌兰察布市博物馆 nt 1
乌兰察布市政府 nto 2
乌兰巴托酒厂 nt 1
乌兹别克斯坦考古研究所 nt 1
乌兹别克斯坦队 nt 13
乌内务部 nt 1
乌县科协 nt 1
乌塔姆科 nt 1
乌山小学 nts 1
乌市个体诊所 nt 1
乌市中医医院 nt 1
乌市中级人民法院 nt 2
乌市中级人民法院党组 nt 1
乌市中院 nt 1
乌市亚欧艺术馆 nt 1
乌市人代会 nt 1
乌市体育局 nt 1
乌市公安局 nt 3
乌市公安局交警支队 nt 2
乌市凌庆蔬菜果品批发市场 nt 4
乌市城市综合交通项目研究中心 nt 1
乌市市委 nt 1
乌市慈善总会 nt 1
乌市收藏家协会 nt 1
乌市政协 nt 5
乌市物业公司 nt 1
乌市玉红生态养殖专业合作社 nt 1
乌市疾控中心 nt 2
乌市米东区祥和烟花爆竹物流中心 nt 1
乌市集邮协会 nt 1
乌市食品安全监督执法支队 nt 1
乌市食品药品监督管理局 nt 3
乌市食药监局 nt 4
乌拉尔航空公司 ntc 4
乌拉尔航空公司总部 nt 1
乌拉尔航空公司驻机场 nt 1
乌昌党委 nt 11
乌江镇敬老院 nt 1
乌石化消防队 nt 1
乌苏机场 nt 1
乌西大队 nt 2
乌铁公安处 nt 2
乌鲁木齐人才市场 nt 1
乌鲁木齐人民广播电台 nt 1
乌鲁木齐代办处 nt 1
乌鲁木齐住房公积金管理中心 nt 1
乌鲁木齐公安处 nt 1
乌鲁木齐公路管理局 nt 3
乌鲁木齐分公司 nt 2
乌鲁木齐南航红山中心 nt 1
乌鲁木齐压气分输站 nt 3
乌鲁木齐县委 nto 2
乌鲁木齐县文化体育旅游局 nt 1
乌鲁木齐县水西沟镇庙尔沟中学 nt 1
乌鲁木齐友谊医院 nt 2
乌鲁木齐友谊医院门诊 nt 1
乌鲁木齐台 nt 1
乌鲁木齐国际机场 nt 10
乌鲁木齐婚礼庆典行业协会 nt 2
乌鲁木齐宏大出租汽车公司 nt 1
乌鲁木齐市丝绸之路滑雪场 nt 1
乌鲁木齐市两会 nt 1
乌鲁木齐市中医医院 nth 1
乌鲁木齐市中级人民法院 nt 6
乌鲁木齐市中院 nt 1
乌鲁木齐市书法家协会 nt 1
乌鲁木齐市互联网信息管理中心 nt 3
乌鲁木齐市交通运输局 nt 1
乌鲁木齐市京剧团 nt 1
乌鲁木齐市人大 nt 5
乌鲁木齐市人大常委会 nt 15
乌鲁木齐市人才服务中心 nt 1
乌鲁木齐市人民代表大会 nt 2
乌鲁木齐市人民政府 nt 5
乌鲁木齐市人民检察院 nt 1
乌鲁木齐市人社局 nt 4
乌鲁木齐市儿童福利院 nt 5
乌鲁木齐市公交集团 nt 2
乌鲁木齐市公安局 nt 19
乌鲁木齐市公安局交警支队 nt 6
乌鲁木齐市公安局党委 nt 1
乌鲁木齐市公安局公交分局 nt 1
乌鲁木齐市公安局红庙子派出所 nt 1
乌鲁木齐市公安消防支队 nt 1
乌鲁木齐市公安消防支队执法检查组 nt 1
乌鲁木齐市区星级宾馆 nt 1
乌鲁木齐市南湖路街道办 nt 1
乌鲁木齐市南郊客运站 nt 1
乌鲁木齐市卫生局 nto 1
乌鲁木齐市卫生监督所 nt 1
乌鲁木齐市台球协会 nt 1
乌鲁木齐市商务局 nt 1
乌鲁木齐市团委 nt 1
乌鲁木齐市国家税务局 nto 3
乌鲁木齐市国税局 nt 1
乌鲁木齐市地税稽查局 nt 4
乌鲁木齐市城市客运统管办 nt 1
乌鲁木齐市城管委 nt 1
乌鲁木齐市天山区人民法院 nt 2
乌鲁木齐市天山区公安分局 nt 1
乌鲁木齐市天山区幸福路街道办事处 nt 1
乌鲁木齐市天山区红雁南门站 nt 1
乌鲁木齐市委 nto 21
乌鲁木齐市委会 nt 2
乌鲁木齐市委办公厅 nt 2
乌鲁木齐市委员会 nt 3
乌鲁木齐市安全生产监督管理局 nt 1
乌鲁木齐市工商局 nt 3
乌鲁木齐市工商局消保处 nt 2
乌鲁木齐市市委 nt 1
乌鲁木齐市建委党组 nt 1
乌鲁木齐市政协 nto 26
乌鲁木齐市政协党组 nt 1
乌鲁木齐市政协提案委 nt 1
乌鲁木齐市政府 nto 6
乌鲁木齐市教育局 nt 2
乌鲁木齐市教育局基础教育处 nt 1
乌鲁木齐市文化中心 nt 4
乌鲁木齐市旅游局 nt 1
乌鲁木齐市旅游局党组 nt 1
乌鲁木齐市民间文艺家协会 nt 1
乌鲁木齐市气象台 nt 4
乌鲁木齐市水磨沟区人大 nt 5
乌鲁木齐市水磨沟区人大常委会 nt 1
乌鲁木齐市水磨沟区人大常委会办公室 nt 1
乌鲁木齐市沙区交警大队 nt 2
乌鲁木齐市海洋馆 nt 1
乌鲁木齐市环保局 nt 4
乌鲁木齐市环境监测中心站 nt 1
乌鲁木齐市第九小学 nts 1
乌鲁木齐市第九小学保卫科 nt 1
乌鲁木齐市第五小学 nts 1
乌鲁木齐市第十一中学 nts 1
乌鲁木齐市第十三中学 nts 3
乌鲁木齐市第十五小学 nts 1
乌鲁木齐市第四人民医院 nth 1
乌鲁木齐市经信委 nt 1
乌鲁木齐市经信委党组 nt 1
乌鲁木齐市经济和信息化委员会 nt 1
乌鲁木齐市艺术剧院 nt 2
乌鲁木齐市药监局安监处 nt 1
乌鲁木齐市血液中心 nt 1
乌鲁木齐市西域人资会展服务有限公司 nt 1
乌鲁木齐市道路客货运输服务中心 nt 1
乌鲁木齐市青年联合会 nt 1
乌鲁木齐市青湖书院 nt 1
乌鲁木齐市食品药品检验所 nt 1
乌鲁木齐市食品药品监督管理局 nt 1
乌鲁木齐惠民市场管理有限公司 nt 1
乌鲁木齐新客站 nt 3
乌鲁木齐晓航苍海商贸有限公司 nt 1
乌鲁木齐机场 nt 7
乌鲁木齐枢纽新客站 nt 1
乌鲁木齐海关 nto 3
乌鲁木齐海大酒店 ntch 1
乌鲁木齐涉外运输公司 nt 1
乌鲁木齐火车南站 nt 1
乌鲁木齐火车西站工商所 nt 1
乌鲁木齐火车西站派出所 nt 1
乌鲁木齐环球国际大酒店 nt 2
乌鲁木齐珍宝巴士公司 nt 1
乌鲁木齐电影制片厂 nt 1
乌鲁木齐石化分公司 nt 1
乌鲁木齐碾子沟客运站 nt 1
乌鲁木齐站 nt 6
乌鲁木齐站派出所 nt 3
乌鲁木齐第四人民医院 nt 1
乌鲁木齐经济技术开发区管委会 nt 1
乌鲁木齐职业大学 ntu 2
乌鲁木齐血液中心 nt 3
乌鲁木齐血站 nt 1
乌鲁木齐调查队 nt 1
乌鲁木齐车管所 nt 1
乌鲁木齐野营地国宾馆 nt 1
乌鲁木齐铁路公安处 nt 11
乌鲁木齐铁路公安局 nt 4
乌鲁木齐铁路局 nto 5
乌鲁木齐铁路局新客站 nt 1
乌鲁木齐高铁新客站 nt 1
乌鲁木齐高铁枢纽综合开发建设指挥部 nt 1
乐业党委政府 nt 1
乐东县抱由镇养老院 nt 1
乐东县政府 nt 1
乐东黄流镇邵逸夫中学 nt 1
乐东黎族自治县政府 nt 1
乐亭冀东蔬菜批发市场 nt 1
乐华娱乐 ntc 2
乐天信用卡服务中心 nt 2
乐天集团 ntc 1
乐山中院 nt 2
乐山中院执行局 nt 1
乐山城南加油站 nt 1
乐山客运中心站 nt 1
乐山师范学院 ntu 4
乐山清溪茶业 nt 1
乐山港站 nt 2
乐清童乐医院 nt 1
乔治亚州乐透总部 nt 2
乔治城大学 ntu 2
乔治敦大学安全研究中心 nt 1
乔治梅森大学 ntu 1
九一八历史博物馆 nt 2
九三学社 nt 56
九三学社中央法律专门委员会 nt 1
九三学社小组 nt 1
九三学社市委 nt 2
九三学社市委会 nt 1
九三学社湖北省委员会 nt 1
九三学社省委 nt 1
九三学社福州市委员会课题组 nt 1
九华山敬老院 nt 1
九华山酒业 nt 1
九华山风景区人民法院 nt 3
九华山风景区管委会 nt 4
九寨沟喜来登国际大酒店 ntch 1
九寨沟国际冰瀑旅游节组委会 nt 3
九寨沟管理局 nto 11
九寨沟风景名胜区管理局 nt 4
九峰供电所 nt 4
九峰供电营业所 nt 1
九州出版社 nt 3
九州国际旅行社有限公司 nt 4
九牧王集团 nt 2
九鼎冻品交易市场 nt 1
九龙书院 nt 2
九龙仓 ntc 6
九龙仓集团 ntc 1
九龙圣德肋撒医院 nt 1
九龙坡区婚姻登记管理中心 nt 2
九龙坡区市政园林局 nt 3
九龙湾国际展贸中心 nt 1
九龙社区居委会 nt 1
